#BioGRID Chemical Interaction ID	BioGRID Gene ID	Entrez Gene ID	Systematic Name	Official Symbol	Synonyms	Organism ID	Organism	Action	Interaction Type	Author	Pubmed ID	BioGRID Publication ID	BioGRID Chemical ID	Chemical Name	Chemical Synonyms	Chemical Brands	Chemical Source	Chemical Source ID	Molecular Formula	Chemical Type	ATC Codes	CAS Number	Curated By	Method	Method Description	Related BioGRID Gene ID	Related Entrez Gene ID	Related Systematic Name	Related Official Symbol	Related Synonyms	Related Organism ID	Related Organism	Related Type	Notes	InChIKey
29798	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Jose B (2004)	15454224	224914	4124	Trichostatin A	LS-74195|ANTIBIOTIC A-300|CCG-208142|NCGC00162453-05|TRICHOSTATIN A, >=98% (HPLC), FROM STREPTOMYCES SP.|A 300|7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6R-DIMETHYL-7-OXO-2E,4E-HEPTADIENAMIDE|MFCD03848392|SW219664-1|[R-(E,E)]-7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE|HMS3649O20|3X2S926L3Z|HMS1792L09|ABP000141|HMS1362L09|HY-15144|Q-201864|TRICHLOSTATIN A|3C10|NCGC_TSA|AS-74315|HMS1990L09|AKOS015899840|SC-73346|SR-05000013796-3|ZINC100014731|BRD-K68202742-001-05-8|TRICHOSTATIN A??, VETEC(TM) REAGENT GRADE, FROM STREPTOMYCES SP., >=98%|(2E,4E,6R)-7-(4-DIMETHYLAMINOPHENYL)-4,6-DIMETHYL-7-OXO-HEPTA-2,4-DIENEHYDROXAMIC ACID|7-(4-(DIMETHYLAMINO)PHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE|(2E,4E,6R)-7-(4-DIMETHYLAMINOPHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-HEPTA-2,4-DIENAMIDE|TRICHOSTATIN A FROM STREPTOMYCES SP.|Q425894|GTPL7005|C17H22N2O3|(2E,4E,6R)-7-(4-(DIMETHYLAMINO)PHEN YL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMID E|S1045|DB04297|7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE|TRICHOSTATIN A/TSA|NCGC00162453-15|(2E,4E,6R)-7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXOHEPTA-2,4-DIENAMIDE|ZX-AFC000233|(2E,4E,6R)-7-(4-(DIMETHYLAMINO)PHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE|TSN|SGCTO-002|NCGC00162453-03|NCGC00162453-01|TRICOSTATIN A|M984|2,4-HEPTADIENAMIDE, 7-(4-(DIMETHYLAMINO)PHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-, (2E,4E,6R)-|BRD-K68202742-001-04-1|TRICHOSTATINE A|880T196|1C3R|TRICHOSTATIN|TRICHOSTATIN-A - TSA|TRICHOSTATIN A,TSA|W-5309|(R)-TRICHOSTATIN A|HMS3403L09|UNII-30RHG284Z4 COMPONENT RTKIYFITIVXBLE-QEQCGCAPSA-N|CCG-208681|2,4-HEPTADIENAMIDE, 7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-, (2E,4E,6R)- (9CI)|58880-19-6|2,4-HEPTADIENAMIDE, 7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-, [R-(E,E)]-|SR-05000013796|NCGC00162453-04|GNF-PF-1011|BCP01776|M02571|TRICHOSTATIN(S)|SMR004702883|MLS006011095|EX-A1665|DTXSID6037063|NCGC00162453-02|A-300-I|UNII-3X2S926L3Z|3F0R|CS-0499|A8183|BCPP000035|SB17023|2,4-HEPTADIENAMIDE, 7-(4-(DIMETHYLAMINO)PHENYL)-N-HYDROXY-4,6-DIMETHYL-7-OXO-|(6R)-N-HYDROXY-4,6-DIMETHYL-7-OXO-7-[4-(DIMETHYLAMINO)PHENYL]-2,4-HEPTADIENAMIDE|2,4-HEPTADIENAMIDE, 7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-, (2E,4E,6R)-|2,4-HEPTADIENAMIDE,7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-, (2E,4E,6R)-|TRICHOSTATIN A (TSA)|LMPK01000055|CC-238|TRICHOSTATIN A|TSA|BDBM19130	-	DRUGBANK	DB04297	C17H22N2O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	RTKIYFITIVXBLE-QEQCGCAPSA-N
29807	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Wu TY (2004)	14698179	224917	2443	Vorinostat	Vorinostatum|SAHA|Suberoylanilide hydroxamic acid|Octanedioic acid hydroxyamide phenylamide|Zolinza|Suberanilohydroxamic acid|SHH|BDBM19149	zolinza	DRUGBANK	DB02546	C14H20N2O3	small molecule	L01XX38	149647-78-9	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	WAEXFXRVDQXREF-UHFFFAOYSA-N
29842	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Tang WK (2019)	30591537	219833	9881	CB-5083	1-[4-(Benzylamino)-7,8-dihydro-5H-pyrano[4,3-d]pyrimidin-2-yl]-2-methyl-1H-indole-4-carboxamide|1H-Indole-4-carboxamide, 1-[7,8-dihydro-4-[(phenylmethyl)amino]-5H-pyrano[4,3-d]pyrimidin-2-yl]-2-methyl-|CB-5083|591IV6UL6J	-	CHEMSPIDER	35519806	C24H23N5O2	small molecule	-	1542705-92-9	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	RDALZZCKQFLGJP-UHFFFAOYSA-N
29843	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Chou TF (2013)	23316025	228646	9895	ML240	2-(2-Amino-1H-benzimidazol-1-yl)-N-benzyl-8-methoxy-4-quinazolinamine|ML240|CID-49830258|MFCD28137687|ML-240|2-(2-amino-1H-benzimidazol-1-yl)-8-methoxy-N-(phenylmethyl)-4-quinazolinamine|4-Quinazolinamine, 2-(2-amino-1H-benzimidazol-1-yl)-8-methoxy-N-(phenylmethyl)-	-	CHEMSPIDER	34500429	C23H20N6O	small molecule	-	1346527-98-7	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	NHAMBLRUUJAFOY-UHFFFAOYSA-N
29844	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Chou TF (2013)	23316025	228646	9927	ML241	N-Benzyl-2-(2,3-dihydro-4H-1,4-benzoxazin-4-yl)-5,6,7,8-tetrahydro-4-quinazolinamine hydrochloride (1:1)|4-Quinazolinamine, 2-(2,3-dihydro-4H-1,4-benzoxazin-4-yl)-5,6,7,8-tetrahydro-N-(phenylmethyl)-, hydrochloride (1:1)	-	CHEMSPIDER	57251285	C23H25ClN4O	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	DYHMHNNBOLCULH-UHFFFAOYSA-N
29845	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Poehler R (2018)	29271116	216019	9861	MSC1094308	4,4-Bis(4-fluorophenyl)-N-[(6-fluoro-2,3,4,9-tetrahydro-1H-carbazol-3-yl)methyl]-1-butanamine|1H-Carbazole-3-methanamine, N-[4,4-bis(4-fluorophenyl)butyl]-6-fluoro-2,3,4,9-tetrahydro-	-	CHEMSPIDER	78316408	C29H29F3N2	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	OCZIMUMAPGQEBH-UHFFFAOYSA-N
29846	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Magnaghi P (2013)	23892893	220331	9840	NMS-859	Acetamide, 2-chloro-N-[3-[(1,1-dioxido-1,2-benzisothiazol-3-yl)amino]phenyl]-|2-Chloro-N-{3-[(1,1-dioxido-1,2-benzothiazol-3-yl)amino]phenyl}acetamide	-	CHEMSPIDER	34224308	C15H12ClN3O3S	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	JWMFLBAPPIWNGG-UHFFFAOYSA-N
29847	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Sasazawa Y (2012)	22360440	228647	9900	Xanthohumol	2-propen-1-one, 1-[2,4-dihydroxy-6-methoxy-3-(3-methyl-2-butenyl)phenyl]-3-(4-hydroxyphenyl)-, (2E)-|Xanthohumol|(2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one|MFCD00210576|2',4,4'-trihydroxy-6'-methoxy-3'-prenylchalcone|1-[2,4-dihydroxy-6-methoxy-3-(3-methylbut-2-enyl)phenyl]-3-(4-hydroxyphenyl)-2-propen-1-one|T4467YT1NT|(E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methyl-2-butenyl)phenyl]-3-(4-hydroxyphenyl)propenone|(2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methyl-2-buten-1-yl)phenyl]-3-(4-hydroxyphenyl)-2-propen-1-one|XANTHOHUMOL FROM HOP (HUMULUS LUPULUS)|2-Propen-1-one, 1-[2,4-dihydroxy-6-methoxy-3-(3-methyl-2-buten-1-yl)phenyl]-3-(4-hydroxyphenyl)-, (2E)-	-	CHEMSPIDER	555077	C21H22O5	small molecule	-	569-83-5	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	ORXQGKIUCDPEAJ-YRNVUSSQSA-N
29961	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Huryn DM (2020)	31550150	228641	9895	ML240	2-(2-Amino-1H-benzimidazol-1-yl)-N-benzyl-8-methoxy-4-quinazolinamine|ML240|CID-49830258|MFCD28137687|ML-240|2-(2-amino-1H-benzimidazol-1-yl)-8-methoxy-N-(phenylmethyl)-4-quinazolinamine|4-Quinazolinamine, 2-(2-amino-1H-benzimidazol-1-yl)-8-methoxy-N-(phenylmethyl)-	-	CHEMSPIDER	34500429	C23H20N6O	small molecule	-	1346527-98-7	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	NHAMBLRUUJAFOY-UHFFFAOYSA-N
29962	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Huryn DM (2020)	31550150	228641	9887	LC-1028	N-{1-[(4Z)-4-(Benzylimino)-3,4,5,6,7,8-hexahydro-2-quinazolinyl]-2-methyl-1H-indol-4-yl}-2-butynamide|2-Butynamide, N-[1-[(4Z)-3,4,5,6,7,8-hexahydro-4-[(phenylmethyl)imino]-2-quinazolinyl]-2-methyl-1H-indol-4-yl]-	-	CHEMSPIDER	88296358	C28H27N5O	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	YOUVOKAIDVNCJA-UHFFFAOYSA-N
29963	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Huryn DM (2020)	31550150	228641	9854	UPCDC30245	1-[3-(5-Fluoro-1H-indol-2-yl)phenyl]-N-[2-(4-isopropyl-1-piperazinyl)ethyl]-4-piperidinamine|1-Piperazineethanamine, N-[1-[3-(5-fluoro-1H-indol-2-yl)phenyl]-4-piperidinyl]-4-(1-methylethyl)-|1-(3-(5-Fluoro-1h-Indol-2-Yl)phenyl)piperidin-4-Yl)(2-(4-Isopropyl-Piperazin1-Yl)ethyl)-Carbamate|1-(3-(5-Fluoro-1H-indol-2-yl)phenyl)-N-(2-(4-isopropylpiperazin-1-yl)ethyl)piperidin-4-amine|UPCDC30245	-	CHEMSPIDER	58825106	C28H38FN5	small molecule	-	1883351-01-6	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	LZHXZCVDLATFAR-UHFFFAOYSA-N
29964	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Alverez C (2016)	26985295	195724	9879	SMDC818909	3-Amino-N-(2-methyl-1H-indol-5-yl)-2-pyrazinecarboxamide|2-Pyrazinecarboxamide, 3-amino-N-(2-methyl-1H-indol-5-yl)-	-	CHEMSPIDER	30141951	C14H13N5O	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	PJTNJJWGQNSQDQ-UHFFFAOYSA-N
29965	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Alverez C (2016)	26985295	195724	9849	2-Amino-N-(2-methyl-1H-indol-5-yl)nicotinamide	3-Pyridinecarboxamide, 2-amino-N-(2-methyl-1H-indol-5-yl)-|2-Amino-N-(2-methyl-1H-indol-5-yl)nicotinamide	-	CHEMSPIDER	75831997	C15H14N4O	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	GWHPATATCVJNBI-UHFFFAOYSA-N
29966	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Huryn DM (2020)	31550150	228641	9932	Eeyarestatin 1	Eeyarestatin I|3-(4-Chlorophenyl)-1-[3-(4-chlorophenyl)-5,5-dimethyl-1-(2-{(2E)-2-[(2E)-3-(5-nitro-2-furyl)prop-2-en-1-ylidene]hydrazino}-2-oxoethyl)-2-oxoimidazolidin-4-yl]-1-hydroxyurea|1-Imidazolidineacetic acid, 3-(4-chlorophenyl)-4-[[[(4-chlorophenyl)amino]carbonyl]hydroxyamino]-5,5-dimethyl-2-oxo-, 2-[(1E,2E)-3-(5-nitro-2-furanyl)-2-propen-1-ylidene]hydrazide|3-(4-Chlorophenyl)-1-[3-(4-chlorophenyl)-5,5-dimethyl-1-(2-{(2E)-2-[(2E)-3-(5-nitro-2-furyl)-2-propen-1-ylidene]hydrazino}-2-oxoethyl)-2-oxo-4-imidazolidinyl]-1-hydroxyurea|Eeyarestatin 1	-	CHEMSPIDER	24606066	C27H25Cl2N7O7	small molecule	-	412960-54-4	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	JTUXTPWYZXWOIB-LWWHHIEBSA-N
29967	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Segura-Cabrera A (2017)	28322292	228692	250	Clotrimazole	Mycelex (tn)|1-(O-Chloro-alpha,alpha-diphenylbenzyl)imidazole|Clotrimazole|1-(o-Chlorotrityl)imidazole|Lotrimin (tn)|1-(-(2-Chlorophenyl)benzhydryl)imidazole|1-(o-Chloro-,-diphenylbenzyl)imidazole|1-((2-Chlorophenyl)diphenylmethyl)-1H-imidazole|1-(alpha-(2-Chlorophenyl)benzhydryl)imidazole	myclo solution|clotrimazole ex	DRUGBANK	DB00257	C22H17ClN2	small molecule	A01AB18|G01AF02|D01AC01	23593-75-1	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	VNFPBHJOKIVQEB-UHFFFAOYSA-N
29968	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Segura-Cabrera A (2017)	28322292	228692	627	Astemizole	Astemizolum|1-(P-Fluorobenzyl)-2-((1-(P-methoxyphenethyl)-4-piperidyl)amino)benzimidazole|1-(P-Fluorobenzyl)-2-((1-(2-(P-methoxyphenyl)ethyl)piperid-4-yl)amino)benzimidazole|Astemison|Astmizole|Astemizol	hismanal tab 10mg|hismanal sus	DRUGBANK	DB00637	C28H31FN4O	small molecule	R06AX11	68844-77-9	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	GXDALQBWZGODGZ-UHFFFAOYSA-N
29969	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Segura-Cabrera A (2017)	28322292	228692	9907	Ebastine	Ebastine|1-[4-(1,1-Dimethylethyl)phenyl]-4-[4-(diphenylmethoxy)-1-piperidinyl]-1-butanone|4'-tert-Butyl-4-[4-(diphenylmethoxy)piperidino]butyrophenone|4-Diphenylmethoxy-1-[3-(4-tert-butylbenzoyl)propyl]piperidine|4-[4-(Diphenylmethoxy)-1-piperidinyl]-1-[4-(2-methyl-2-propanyl)phenyl]-1-butanone|1-Butanone, 1-[4-(1,1-dimethylethyl)phenyl]-4-[4-(diphenylmethoxy)-1-piperidinyl]-|1-(4-tert-butylphenyl)-4-[4-(diphenylmethoxy)piperidin-1-yl]butan-1-one|Ebastin|MFCD00865661	-	CHEMSPIDER	3079	C32H39NO2	small molecule	-	90729-43-4	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	MJJALKDDGIKVBE-UHFFFAOYSA-N
29970	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Wijeratne EM (2016)	26812276	228693	9897	Oxaspirol B	2-Oxaspiro[4.5]dec-7-ene-1,4-dione, 6-[(1E,3E)-1,3-heptadien-1-yl]-9,10-dihydroxy-3-methylene-, (6R,9R,10R)-|(6R,9R,10R)-6-[(1E,3E)-1,3-Heptadien-1-yl]-9,10-dihydroxy-3-methylene-2-oxaspiro[4.5]dec-7-ene-1,4-dione	-	CHEMSPIDER	58927941	C17H20O5	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	GIXMLHVPEUCNBI-VRRHEOGASA-N
29971	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Suvarna K (2019)	30610116	228694	9856	NPD8733	N-[2-(4-Methoxybenzoyl)-1-benzofuran-3-yl]acetamide|Acetamide, N-[2-(4-methoxybenzoyl)-3-benzofuranyl]-	-	CHEMSPIDER	792712	C18H15NO4	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	NQZBUYPGHZTWIR-UHFFFAOYSA-N
30045	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	degradation	target	An Z (2019)	30603959	228709	9798	Bivalent ligand 186	PROTAC NP8|Bivalent_ligand_186	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	119360	51185	AD-006	CRBN	MRT2|MRT2A	9606	Homo sapiens	recruited e3 ligase	Standardized BVL Name: PROTAC NP8 (CRBN:pomalidomide --- HDAC6:Nexturastat A (Nex A))	-
30047	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	degradation	target	Wu H (2019)	31271281	228479	9797	Bivalent ligand 185	PROTAC 12d|Bivalent_ligand_185	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	119360	51185	AD-006	CRBN	MRT2|MRT2A	9606	Homo sapiens	recruited e3 ligase	Standardized BVL Name: PROTAC 12d (CRBN:pomalidomide --- HDAC6:Nexturastat A (Nex A))	-
30250	113993	8405	-	SPOP	BTBD32|TEF2	9606	Homo sapiens	degradation	recruited e3 ligase	Lim S (2020)	32123106	226780	9813	Bivalent ligand 232	vhhGFP4-SPOP|Bivalent_ligand_232	-	BIOGRID	-	-	polypeptidic	-	-	BIOGRID	bioPROTAC	Engineered intracellular proteins consisting of a target-binding domain directly fused to an E3 ubiquitin ligase; NOTE: the format for this BVL name is (E3:GFP binding scaffold fusion --- Target:GFP fusion)	113945	8349	-	HIST2H2BE	GL105|H2B|H2B.1|H2BFQ|H2BGL105|H2BQ	9606	Homo sapiens	target	Standardized BVL Name: vhhGFP4-SPOP (SPOP:vhhGFP4 --- H2B:GFP)	-
30252	113993	8405	-	SPOP	BTBD32|TEF2	9606	Homo sapiens	degradation	recruited e3 ligase	Lim S (2020)	32123106	226780	9819	Bivalent ligand 233	3G86.32|Bivalent_ligand_233	-	BIOGRID	-	-	polypeptidic	-	-	BIOGRID	bioPROTAC	Engineered intracellular proteins consisting of a target-binding domain directly fused to an E3 ubiquitin ligase; NOTE: the format for this BVL name is (E3:GFP binding scaffold fusion --- Target:GFP fusion)	113945	8349	-	HIST2H2BE	GL105|H2B|H2B.1|H2BFQ|H2BGL105|H2BQ	9606	Homo sapiens	target	Standardized BVL Name: 3G86.32 (SPOP:3G86.32 --- H2B:GFP)	-
30254	113993	8405	-	SPOP	BTBD32|TEF2	9606	Homo sapiens	degradation	recruited e3 ligase	Lim S (2020)	32123106	226780	9830	Bivalent ligand 234	bGFP-A|Bivalent_ligand_234	-	BIOGRID	-	-	polypeptidic	-	-	BIOGRID	bioPROTAC	Engineered intracellular proteins consisting of a target-binding domain directly fused to an E3 ubiquitin ligase; NOTE: the format for this BVL name is (E3:GFP binding scaffold fusion --- Target:GFP fusion)	113945	8349	-	HIST2H2BE	GL105|H2B|H2B.1|H2BFQ|H2BGL105|H2BQ	9606	Homo sapiens	target	Standardized BVL Name: bGFP-A (SPOP:bGFP-A --- H2B:GFP)	-
30256	113993	8405	-	SPOP	BTBD32|TEF2	9606	Homo sapiens	degradation	recruited e3 ligase	Lim S (2020)	32123106	226780	9810	Bivalent ligand 235	bGFP-C|Bivalent_ligand_235	-	BIOGRID	-	-	polypeptidic	-	-	BIOGRID	bioPROTAC	Engineered intracellular proteins consisting of a target-binding domain directly fused to an E3 ubiquitin ligase; NOTE: the format for this BVL name is (E3:GFP binding scaffold fusion --- Target:GFP fusion)	113945	8349	-	HIST2H2BE	GL105|H2B|H2B.1|H2BFQ|H2BGL105|H2BQ	9606	Homo sapiens	target	Standardized BVL Name: bGFP-C (SPOP:bGFP-C --- H2B:GFP)	-
30258	113993	8405	-	SPOP	BTBD32|TEF2	9606	Homo sapiens	degradation	recruited e3 ligase	Lim S (2020)	32123106	226780	9828	Bivalent ligand 236	GS2|Bivalent_ligand_236	-	BIOGRID	-	-	polypeptidic	-	-	BIOGRID	bioPROTAC	Engineered intracellular proteins consisting of a target-binding domain directly fused to an E3 ubiquitin ligase; NOTE: the format for this BVL name is (E3:GFP binding scaffold fusion --- Target:GFP fusion)	113945	8349	-	HIST2H2BE	GL105|H2B|H2B.1|H2BFQ|H2BGL105|H2BQ	9606	Homo sapiens	target	Standardized BVL Name: GS2 (SPOP:GS2 --- H2B:GFP)	-
30282	113993	8405	-	SPOP	BTBD32|TEF2	9606	Homo sapiens	degradation	recruited e3 ligase	Lim S (2020)	32123106	226780	9813	Bivalent ligand 232	vhhGFP4-SPOP|Bivalent_ligand_232	-	BIOGRID	-	-	polypeptidic	-	-	BIOGRID	bioPROTAC	Engineered intracellular proteins consisting of a target-binding domain directly fused to an E3 ubiquitin ligase; NOTE: the format for this BVL name is (E3:GFP binding scaffold fusion --- Target:GFP fusion)	111142	5111	-	PCNA	ATLD2	9606	Homo sapiens	target	Standardized BVL Name: vhhGFP4-SPOP (SPOP:vhhGFP4 --- PCNA-GFP)	-
30284	113993	8405	-	SPOP	BTBD32|TEF2	9606	Homo sapiens	degradation	recruited e3 ligase	Lim S (2020)	32123106	226780	9819	Bivalent ligand 233	3G86.32|Bivalent_ligand_233	-	BIOGRID	-	-	polypeptidic	-	-	BIOGRID	bioPROTAC	Engineered intracellular proteins consisting of a target-binding domain directly fused to an E3 ubiquitin ligase; NOTE: the format for this BVL name is (E3:GFP binding scaffold fusion --- Target:GFP fusion)	111142	5111	-	PCNA	ATLD2	9606	Homo sapiens	target	Standardized BVL Name: 3G86.32 (SPOP:3G86.32 --- PCNA:GFP)	-
30286	113993	8405	-	SPOP	BTBD32|TEF2	9606	Homo sapiens	degradation	recruited e3 ligase	Lim S (2020)	32123106	226780	9830	Bivalent ligand 234	bGFP-A|Bivalent_ligand_234	-	BIOGRID	-	-	polypeptidic	-	-	BIOGRID	bioPROTAC	Engineered intracellular proteins consisting of a target-binding domain directly fused to an E3 ubiquitin ligase; NOTE: the format for this BVL name is (E3:GFP binding scaffold fusion --- Target:GFP fusion)	111142	5111	-	PCNA	ATLD2	9606	Homo sapiens	target	Standardized BVL Name: bGFP-A (SPOP:bGFP-A  --- PCNA:GFP)	-
30288	113993	8405	-	SPOP	BTBD32|TEF2	9606	Homo sapiens	degradation	recruited e3 ligase	Lim S (2020)	32123106	226780	9810	Bivalent ligand 235	bGFP-C|Bivalent_ligand_235	-	BIOGRID	-	-	polypeptidic	-	-	BIOGRID	bioPROTAC	Engineered intracellular proteins consisting of a target-binding domain directly fused to an E3 ubiquitin ligase; NOTE: the format for this BVL name is (E3:GFP binding scaffold fusion --- Target:GFP fusion)	111142	5111	-	PCNA	ATLD2	9606	Homo sapiens	target	Standardized BVL Name: bGFP-C (SPOP:bGFP-C  --- PCNA:GFP)	-
30290	113993	8405	-	SPOP	BTBD32|TEF2	9606	Homo sapiens	degradation	recruited e3 ligase	Lim S (2020)	32123106	226780	9828	Bivalent ligand 236	GS2|Bivalent_ligand_236	-	BIOGRID	-	-	polypeptidic	-	-	BIOGRID	bioPROTAC	Engineered intracellular proteins consisting of a target-binding domain directly fused to an E3 ubiquitin ligase; NOTE: the format for this BVL name is (E3:GFP binding scaffold fusion --- Target:GFP fusion)	111142	5111	-	PCNA	ATLD2	9606	Homo sapiens	target	Standardized BVL Name: GS2 (SPOP:GS2 --- PCNA:GFP)	-
30325	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	degradation	target	Wu H (2019)	31271281	228479	9817	Bivalent ligand 255	Bivalent_ligand_255	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	119360	51185	AD-006	CRBN	MRT2|MRT2A	9606	Homo sapiens	recruited e3 ligase	Standardized BVL Name: (CRBN:pomalidomide  ---HDAC6:Nexturastat A)	-
30331	122928	79837	-	PIP4K2C	PIP5K2C	9606	Homo sapiens	degradation	target	Bondeson DP (2018)	29129718	208144	8429	Bivalent ligand 64	Bivalent_ligand_64|PROTAC 2	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	119360	51185	AD-006	CRBN	MRT2|MRT2A	9606	Homo sapiens	recruited e3 ligase	Standardized BVL Name: PROTAC2(CRBN:CRBN ligand ---PIP4K2C:foretinib)	-
